Date,Strategy
2024-01-02,0.0052085621297742616
2024-01-03,0.010564556292439868
2024-01-04,0.018155704130955224
2024-01-05,0.019092969921086198
2024-01-08,0.0027155867538024327
2024-01-09,0.015098885759383335
2024-01-10,0.005041555784766567
2024-01-11,0.003718551697390102
2024-01-12,0.0038576363099533505
2024-01-15,-0.0016106891535546438
2024-01-16,0.03387821870149423
2024-01-17,0.01037323436603469
2024-01-18,-0.004622987932064049
2024-01-19,0.012431874774547822
2024-01-22,0.019489538684038934
2024-01-23,0.015029860602783046
2024-01-24,0.0033667022057300017
2024-01-25,0.008592777327197995
2024-01-26,0.006639928968256888
2024-01-29,-0.008843515339200669
2024-01-30,-0.0047311036589916915
2024-01-31,0.0023769351803870045
2024-02-01,0.011837039663291984
2024-02-02,0.010321821497583863
2024-02-05,0.05677808964493716
2024-02-06,0.005104297751282925
2024-02-07,0.005325950120752139
2024-02-08,0.03102887346156934
2024-02-09,-0.0005785927792206932
2024-02-12,-0.014051215323389345
2024-02-13,0.002994140296542902
2024-02-14,-0.006037473696382556
2024-02-15,0.00300745946597465
2024-02-16,0.010225364823279886
2024-02-19,-0.011575525568902727
2024-02-20,0.01256194409913224
2024-02-21,0.010843368956688033
2024-02-22,0.01278829744076282
2024-02-23,0.0154330958193658
2024-02-26,-0.013651623701935458
2024-02-27,-0.015044323023483946
2024-02-28,0.01267754043025916
2024-02-29,0.009621462711965574
2024-03-01,-0.0024212583229509203
2024-03-04,-0.004046803689356119
2024-03-05,-0.0379125684403689
2024-03-06,0.025014304478387865
2024-03-07,0.013825960759551194
2024-03-08,-0.004106477545843341
2024-03-11,-0.021281961112848285
2024-03-12,-0.016717048054300406
2024-03-13,-0.008132303573309253
2024-03-14,0.0015842465893505509
2024-03-15,0.0053367338978152976
2024-03-18,0.005439536818149827
2024-03-19,0.006659144806445346
2024-03-20,0.02779460053605917
2024-03-21,0.013287084345662652
2024-03-22,-0.010176657619080279
2024-03-25,-0.010905070407655511
2024-03-26,-0.001429104827053339
2024-03-27,0.007795124751584674
2024-03-28,-0.003168626852870349
2024-03-29,0.01545784669729365
2024-04-01,-0.0021332279930446185
2024-04-02,-0.007459598688264208
2024-04-03,0.024967367817482558
2024-04-04,0.02435116173193416
2024-04-05,0.0390479416446729
2024-04-08,0.0224048444549139
2024-04-09,-0.0023860023999185557
2024-04-15,-0.006455415341570446
2024-04-16,0.002113221465900802
2024-04-17,0.009688221190241481
2024-04-18,0.037024231277226045
2024-04-19,-0.008411757937245263
2024-04-22,0.019978818618475124
2024-04-24,0.012068215389553258
2024-04-25,0.010998499821041705
2024-04-26,0.01658385641576992
2024-04-29,0.009755237953301793
2024-04-30,0.022006508275374835
2024-05-02,-0.004246015719243435
2024-05-03,0.00012352415788428745
2024-05-06,0.005969429745901847
2024-05-07,-0.019229854271186664
2024-05-08,0.0033585618859846124
2024-05-09,0.021236621984624473
2024-05-10,-0.002961328358111913
2024-05-13,-0.011795784957190905
2024-05-14,0.0007724476584584694
2024-05-15,0.020242837569146306
2024-05-16,0.007421505379706722
2024-05-17,-0.00018299415504632806
2024-05-20,-0.005682270867609997
2024-05-21,0.010033820603597896
2024-05-22,0.002807085432086592
2024-05-23,0.0016764796678067726
2024-05-24,0.01571204088890258
2024-05-27,0.0075880249244567235
2024-05-28,-0.0028500816647345707
2024-05-29,-0.013996535077003332
2024-05-30,0.015491681413525355
2024-05-31,0.009856711553324581
2024-06-03,0.0007595647830650962
2024-06-04,0.0057989211326545135
